itemid	pLIax1zKPXRCdlnCOLHzy	IChfsjDJrJsfQDRVM9EAD	szG2cMaKkEtkY-V8dNQQU	l7GRxwpdjcWv8LSz2BlmV	cpyUkkJaPgvNbUQCb_z6e	Cghd2DGqBZpvfmqwFmd8z	bnWTWmxoqfafNDOrwqYVT	Adcwz0bdXvk6dvSCeN9xB	K7jbH86jW3DOVC9ElLn4z	A6WOvkJ7iVzFiSp6uftqC	8G9Iy7Dtj6ksL1ikYVmEp	createdAt	modifiedAt	createdBy	modifiedBy	isDeleted	todayTask	isMarked
151	25628	T&T001	T&T INDUSTRIAL SUPPLIES LTD	51 ROYSUN ROAD	37 Penn Drive	2025-08-22 00:00:00	NET 45 DAYS	SURJIT SINGH	67.69		[{"EWdBSDlm185GKpbReyvAx": "263", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "BATHROOM TISSUE", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "29.95", "K7jbH86jW3DOVC9ElLn4z": "59.9", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-26 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005591-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
152	25629	CHA001	CHAMPION SCREW PRODUCTS	30419 BECK ROAD	37 Penn Drive	2025-08-22 00:00:00	NET 45 DAYS	SURJIT SINGH	468		[{"EWdBSDlm185GKpbReyvAx": "264", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "CAGE PUSHERS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "6", "m0XNzT9VELdAFFKfXZAYa": "78", "K7jbH86jW3DOVC9ElLn4z": "468", "y-8t3wTX5XUkrbbE3ZHpi": "2025-04-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005920-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
153	25630	MCM001	MCMASTER -CARR	200 NEW CANTON WAY	37 Penn Drive	2025-08-22 00:00:00	NET 45 DAYS	SURJIT SINGH	62.86		[{"EWdBSDlm185GKpbReyvAx": "265", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "TORSION SPRING 120 DEG LEFT", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "6.13", "K7jbH86jW3DOVC9ElLn4z": "6.13", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "266", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "TORSION SPRING 120 DEG RIGHT", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "6.13", "K7jbH86jW3DOVC9ElLn4z": "6.13", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "267", "hhV29UwNDr85bFxTpw0pK": "3", "Gx1FM5LN2nct-_fLeLn63": "CABLE TIE POLYPROPYLENE PLASTI", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "13", "K7jbH86jW3DOVC9ElLn4z": "13", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005590-0"}, {"EWdBSDlm185GKpbReyvAx": "268", "hhV29UwNDr85bFxTpw0pK": "4", "Gx1FM5LN2nct-_fLeLn63": "MAGNET 3/8\" THK X 1/2\" OD", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "4", "m0XNzT9VELdAFFKfXZAYa": "4.11", "K7jbH86jW3DOVC9ElLn4z": "16.44", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "269", "hhV29UwNDr85bFxTpw0pK": "5", "Gx1FM5LN2nct-_fLeLn63": "SHIPPING CHARGES", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "13.93", "K7jbH86jW3DOVC9ElLn4z": "13.93", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
154	25631	DGI001	DOALL CANADA INC.	P.O. BOX 56522, STATION A	37 Penn Drive	2025-08-22 00:00:00	NET 45 DAYS	SURJIT SINGH	76.61		[{"EWdBSDlm185GKpbReyvAx": "270", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "EAR PLUG TAPER UNCORDED", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "33.9", "K7jbH86jW3DOVC9ElLn4z": "67.8", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-26 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005593-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
155	25632	AMA001	AMAZON.CA	6363 MILLCREEK DRIVE	37 Penn Drive	2025-08-22 00:00:00	Net 30	SURJIT SINGH	23.66		[{"EWdBSDlm185GKpbReyvAx": "271", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "AAA BATTERY ENERGIZER", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "20.94", "K7jbH86jW3DOVC9ElLn4z": "20.94", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-008590-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
156	25633	AMA001	AMAZON.CA	6363 MILLCREEK DRIVE	37 Penn Drive	2025-08-22 00:00:00	Net 30	SURJIT SINGH	33.85		[{"EWdBSDlm185GKpbReyvAx": "272", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "BATTERY 303/357 ENERGIZER", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "14.98", "K7jbH86jW3DOVC9ElLn4z": "29.96", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-25 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005590-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
157	25634	FAB001	FABRIS RETRABAJOS INDUSTRIALES	Av.POLIDUCTO 609,	37 Penn Drive	2025-08-22 00:00:00	NET 45 DAYS		260		[{"EWdBSDlm185GKpbReyvAx": "273", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Validation of 0204835486", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "20", "m0XNzT9VELdAFFKfXZAYa": "13", "K7jbH86jW3DOVC9ElLn4z": "260", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-22 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005540-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
158	25635	PRE001	PRECISION COMPONENTS	220 Pritchard Road	37 Penn Drive	2025-08-23 00:00:00	NET 45 DAYS	NADIA	846.6		[{"EWdBSDlm185GKpbReyvAx": "274", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Inserts", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "20", "m0XNzT9VELdAFFKfXZAYa": "37.46", "K7jbH86jW3DOVC9ElLn4z": "749.2", "y-8t3wTX5XUkrbbE3ZHpi": "2025-12-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005846-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
159	25636	TEA001	TEASDALE CUTTING TOOLS LTD	1076 BARMAC DRIVE	37 Penn Drive	2025-08-25 00:00:00	NET 45 DAYS	NADIA	302.84		[{"EWdBSDlm185GKpbReyvAx": "275", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "9068A 3rd Pos Shave tool", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "268", "K7jbH86jW3DOVC9ElLn4z": "268", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005900-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
160	25638	FRA002	FRANKLIN EMPIRE	350 CARLINGVIEW DRIVE	37 Penn Drive	2025-08-26 00:00:00	NET 45 DAYS	SURJIT SINGH	1709.69		[{"EWdBSDlm185GKpbReyvAx": "276", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "6EP1334-1LB00 - SIEMENS - DCP-", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "102", "K7jbH86jW3DOVC9ElLn4z": "102", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005638-0"}, {"EWdBSDlm185GKpbReyvAx": "277", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "6ES7-214-1AG40-0XB0 - SIEMENS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "607.24", "K7jbH86jW3DOVC9ElLn4z": "607.24", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005638-0"}, {"EWdBSDlm185GKpbReyvAx": "278", "hhV29UwNDr85bFxTpw0pK": "3", "Gx1FM5LN2nct-_fLeLn63": "6ES7223-1BL32-0XB0 - SIEMENS -", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "439.96", "K7jbH86jW3DOVC9ElLn4z": "439.96", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005638-0"}, {"EWdBSDlm185GKpbReyvAx": "279", "hhV29UwNDr85bFxTpw0pK": "4", "Gx1FM5LN2nct-_fLeLn63": "1122850000 - WEIDMULLER", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "10", "m0XNzT9VELdAFFKfXZAYa": "36.38", "K7jbH86jW3DOVC9ElLn4z": "363.8", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005638-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
161	25639	DGI001	DOALL CANADA INC.	P.O. BOX 56522, STATION A	37 Penn Drive	2025-08-26 00:00:00	NET 45 DAYS	SURJIT SINGH	695.18		[{"EWdBSDlm185GKpbReyvAx": "280", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "SPIRAL DRILL", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "8", "m0XNzT9VELdAFFKfXZAYa": "76.9", "K7jbH86jW3DOVC9ElLn4z": "615.2", "y-8t3wTX5XUkrbbE3ZHpi": "2025-03-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005842-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
162	25640	PAU002	PAUL WOLF ELECTRIC & LIGHTING	SUPPLY	37 Penn Drive	2025-08-26 00:00:00	NET 45 DAYS	SURJIT SINGH	57.52		[{"EWdBSDlm185GKpbReyvAx": "281", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "TIME DELAY FUSES 30 AMP", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "10", "m0XNzT9VELdAFFKfXZAYa": "5.09", "K7jbH86jW3DOVC9ElLn4z": "50.9", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005638-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
163	25641	TRY001	TRYHARD INDUSTRIAL SUPPLY LTD.	1411 COURTNEYPARK DRIVE	37 Penn Drive	2025-08-26 00:00:00	NET 45 DAYS	SURJIT SINGH	167.58		[{"EWdBSDlm185GKpbReyvAx": "282", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "DRILL SIZE 2.30 MM", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "10", "m0XNzT9VELdAFFKfXZAYa": "14.83", "K7jbH86jW3DOVC9ElLn4z": "148.3", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005880-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
164	25642	MCM001	MCMASTER -CARR	200 NEW CANTON WAY	37 Penn Drive	2025-08-26 00:00:00	NET 45 DAYS	SURJIT SINGH	39.97		[{"EWdBSDlm185GKpbReyvAx": "283", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Carbide Bur with 1/4\" Diameter", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "10.75", "K7jbH86jW3DOVC9ElLn4z": "21.5", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-27 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005842-0"}, {"EWdBSDlm185GKpbReyvAx": "284", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "SHIPPING CHARGES", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "13.87", "K7jbH86jW3DOVC9ElLn4z": "13.87", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-27 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005842-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
165	25643	GRA005	GRAINGER CANADA		37 Penn Drive	2025-08-26 00:00:00	Net 30	SURJIT SINGH	221.53		[{"EWdBSDlm185GKpbReyvAx": "285", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "FLOW CONTROL VALVE", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "93.71", "K7jbH86jW3DOVC9ElLn4z": "187.42", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-27 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "286", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "SHIPPING CHARGES", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "8.62", "K7jbH86jW3DOVC9ElLn4z": "8.62", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-27 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
166	25644	CHA001	CHAMPION SCREW PRODUCTS	30419 BECK ROAD	37 Penn Drive	2025-08-26 00:00:00	NET 45 DAYS	SURJIT SINGH	459.48		[{"EWdBSDlm185GKpbReyvAx": "287", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "VALVE,QUICK EXHAUST", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "39.74", "K7jbH86jW3DOVC9ElLn4z": "79.48", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "288", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "64L FEED PLATE FOR 1.1/4\" RA6", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "4", "m0XNzT9VELdAFFKfXZAYa": "22", "K7jbH86jW3DOVC9ElLn4z": "88", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "289", "hhV29UwNDr85bFxTpw0pK": "3", "Gx1FM5LN2nct-_fLeLn63": "PICK OFF BEARING DFSS-24", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "292", "K7jbH86jW3DOVC9ElLn4z": "292", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005637-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
167	25645	AP001	APPLIED INDUSTRIAL TECHNOLOGIE	124 OAKDALE ROAD	37 Penn Drive	2025-08-26 00:00:00	Net 30	SURJIT SINGH	21.83		[{"EWdBSDlm185GKpbReyvAx": "290", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "NEEDLE BEARING", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "4", "m0XNzT9VELdAFFKfXZAYa": "4.83", "K7jbH86jW3DOVC9ElLn4z": "19.32", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005637-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
168	25646	RCS001	R+C SEETRANSPORT GmbH & Co. KG	Philosophenweg 31-33	37 Penn Drive	2025-08-27 00:00:00	Net 30	Adrian McKague	4971		[{"EWdBSDlm185GKpbReyvAx": "291", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "PICK UP @ SAAR-BLANKSTAHL", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "842", "K7jbH86jW3DOVC9ElLn4z": "842", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-001400-0"}, {"EWdBSDlm185GKpbReyvAx": "292", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "TRANSPORT TO TERMINAL 1150 EUR", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "1379", "K7jbH86jW3DOVC9ElLn4z": "1379", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-001400-0"}, {"EWdBSDlm185GKpbReyvAx": "293", "hhV29UwNDr85bFxTpw0pK": "3", "Gx1FM5LN2nct-_fLeLn63": "FREIGHT ANTWERP TO BRAMPTON", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "2750", "K7jbH86jW3DOVC9ElLn4z": "2750", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-001400-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
169	25647	DET001	DETROIT AUTOMATIC TOOLING INC	12275 HURON RIVER DRIVE	37 Penn Drive	2025-08-27 00:00:00	NET 45 DAYS	SURJIT SINGH	310		[{"EWdBSDlm185GKpbReyvAx": "294", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "INSIDE YOKE 17-H FOR 1\" RA6", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "125", "K7jbH86jW3DOVC9ElLn4z": "250", "y-8t3wTX5XUkrbbE3ZHpi": "2025-02-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "295", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "64L FEED PLATE FOR 1.1/4\" RA6", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "3", "m0XNzT9VELdAFFKfXZAYa": "20", "K7jbH86jW3DOVC9ElLn4z": "60", "y-8t3wTX5XUkrbbE3ZHpi": "2025-02-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
